,Unnamed: 0.1,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Normas Técnicas,Imagem,Informações Gerais,Atualizado em,Obs,pagina,Arquivo
380,380.0,1097,"ARMACAO VERTICAL COM HASTE E CONTRA-PINO, EM CHAPA DE ACO GALVANIZADO 3/16"", COM 4 ESTRIBOS, SEM ISOLADOR ",UN ,NBR 6323:2016; NBR 8158:2013; NBR 8159:2013 ,,"Ferragem galvanizada utilizada para permitir a fixação dos condutores na montagem de estruturas de redes secundárias urbanas. É utilizada em grupos para 1, 2, 3 ou 4 estribos. A armação deve ter superfície lisa, uniforme e contínua, sem saliências pontiagudas, arestas cortantes, cantos vivos ou outras imperfeições, devendo ser fornecida montada com a respectiva haste e contra- pino. Observar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. ",24/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"ervar que o preço coletado deve ser relativo a peça, pois em muitos casos também são comercializadas em conjuntos e kits. Atualizado em24/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO Obsas dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",383,10_2021 - FichaInsumo\Arquivos A a G.pdf
381,381.0,378,ARMADOR ,H ,Classificação Brasileira de Ocupações - 7153-15. ,,"Preparar a confecção de armações e estruturas de concreto. Cortar e dobrar ferragens de lajes. Montar e aplicar armações de fundações, pilares e vigas. Montar armações de ferro, cortando, curvando e unindo vergalhões com a ajuda de ferramentas manuais, máquinas e outros utensílios, para armar, sustentar e reforçar estruturas de concreto. ",20/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",384,10_2021 - FichaInsumo\Arquivos A a G.pdf
382,382.0,40911,ARMADOR (MENSALISTA) ,MES ,Classificação Brasileira de Ocupações - 7153-15. ,,"Preparar a confecção de armações e estruturas de concreto. Cortar e dobrar ferragens de lajes. Montar e aplicar armações de fundações, pilares e vigas. Montar armações de ferro, cortando, curvando e unindo vergalhões com a ajuda de ferramentas manuais, máquinas e outros utensílios, para armar, sustentar e reforçar estruturas de concreto. ",20/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",385,10_2021 - FichaInsumo\Arquivos A a G.pdf
383,383.0,33939,ARQUITETO JUNIOR ,H ,Classificação Brasileira de Ocupações - 2141-05 ,,"Elaborar, executar e dirigir projetos arquitetônicos de edifícios, interiores, monumentos e outras obras, estudando características e preparando programas e métodos de trabalho especificando os recursos necessários para permitir a construção, montagem e manutenção das mencionadas obras. Elaborar planos e projetos associados à arquitetura em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Podem prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. (Junior - 2 a 4 anos de experiência). ",25/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",386,10_2021 - FichaInsumo\Arquivos A a G.pdf
384,384.0,40815,ARQUITETO JUNIOR (MENSALISTA) ,MES ,Classificação Brasileira de Ocupações - 2141-05 ,,"Elaborar, executar e dirigir projetos arquitetônicos de edifícios, interiores, monumentos e outras obras, estudando características e preparando programas e métodos de trabalho especificando os recursos necessários para permitir a construção, montagem e manutenção das mencionadas obras. Elaborar planos e projetos associados à arquitetura em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Podem prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. (Junior - 2 a 4 anos de experiência). ",25/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",387,10_2021 - FichaInsumo\Arquivos A a G.pdf
385,385.0,34760,ARQUITETO PAISAGISTA ,H ,Classificação Brasileira de Ocupações - 2141-20 ,,"Elaborar, executar e dirigir projetos paisagísticos, analisando as condições e disposição dos terrenos destinados a parques e outras zonas de lazer, zonas comerciais, industriais, residenciais, edifícios públicos e outros, para garantir a ordenação estética e funcional da paisagem. Elaborar planos e projetos associados ao paisagismo em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. ",27/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",388,10_2021 - FichaInsumo\Arquivos A a G.pdf
386,386.0,40935,ARQUITETO PAISAGISTA (MENSALISTA) ,MES ,Classificação Brasileira de Ocupações - 2141-20 ,,"Elaborar, executar e dirigir projetos paisagísticos, analisando as condições e disposição dos terrenos destinados a parques e outras zonas de lazer, zonas comerciais, industriais, residenciais, edifícios públicos e outros, para garantir a ordenação estética e funcional da paisagem. Elaborar planos e projetos associados ao paisagismo em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. ",27/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",389,10_2021 - FichaInsumo\Arquivos A a G.pdf
387,387.0,33952,ARQUITETO PLENO ,H ,Classificação Brasileira de Ocupações - 2141-05 ,,"Elaborar, executar e dirigir projetos arquitetônicos de edifícios, interiores, monumentos e outras obras, estudando características e preparando programas e métodos de trabalho especificando os recursos necessários para permitir a construção, montagem e manutenção das mencionadas obras. Elaborar planos e projetos associados à arquitetura em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Podem prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. (Pleno - 4 a 6 anos de experiência). ",25/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",390,10_2021 - FichaInsumo\Arquivos A a G.pdf
388,388.0,40816,ARQUITETO PLENO (MENSALISTA) ,MES ,Classificação Brasileira de Ocupações - 2141-05 ,,"Elaborar, executar e dirigir projetos arquitetônicos de edifícios, interiores, monumentos e outras obras, estudando características e preparando programas e métodos de trabalho especificando os recursos necessários para permitir a construção, montagem e manutenção das mencionadas obras. Elaborar planos e projetos associados à arquitetura em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Podem prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. (Pleno - 4 a 6 anos de experiência). ",25/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",391,10_2021 - FichaInsumo\Arquivos A a G.pdf
389,389.0,33953,ARQUITETO SENIOR ,H ,Classificação Brasileira de Ocupações - 2141-05 ,,"Elaborar, executar e dirigir projetos arquitetônicos de edifícios, interiores, monumentos e outras obras, estudando características e preparando programas e métodos de trabalho especificando os recursos necessários para permitir a construção, montagem e manutenção das mencionadas obras. Elaborar planos e projetos associados à arquitetura em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Podem prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. (Senior - 6 a 8 anos de experiência). ",25/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",392,10_2021 - FichaInsumo\Arquivos A a G.pdf
390,390.0,40817,ARQUITETO SENIOR (MENSALISTA) ,MES ,Classificação Brasileira de Ocupações - 2141-05 ,,"Elaborar, executar e dirigir projetos arquitetônicos de edifícios, interiores, monumentos e outras obras, estudando características e preparando programas e métodos de trabalho especificando os recursos necessários para permitir a construção, montagem e manutenção das mencionadas obras. Elaborar planos e projetos associados à arquitetura em todas as suas etapas, definindo materiais, acabamentos, técnicas, metodologias, analisando dados e informações. Fiscalizar e executar obras e serviços, desenvolver estudos de viabilidade financeira, econômica, ambiental. Podem prestar serviços de consultoria e assessoramento, bem como, estabelecer políticas de gestão. (Senior - 6 a 8 anos de experiência). ",25/05/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",393,10_2021 - FichaInsumo\Arquivos A a G.pdf
391,391.0,13348,"ARRUELA EM ACO GALVANIZADO, DIAMETRO EXTERNO = 35MM, ESPESSURA = 3MM, DIAMETRO DO FURO= 18MM ",UN ,NBR 8158:2013; NBR 6323:2016 ,,"Ferragem de rede de distribuição, a arruela é constituída por uma chapa, de aço galvanizado zincado a quente, com forma redonda/circular e com um furo também circular no centro. Utilizadas na montagem de estruturas em redes de distribuição de 15 e 36 kV como acessório para cabines primárias e subestações, transformadores, disjuntores, cabos e terminações. As peças devem ter superfícies lisas e uniformes, não devem apresentar arestas cortantes e saliências pontiagudas. ",27/12/2017 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",394,10_2021 - FichaInsumo\Arquivos A a G.pdf
392,392.0,39211,"ARRUELA EM ALUMINIO, COM ROSCA, DE 1 1/4"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 1 1/4"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",395,10_2021 - FichaInsumo\Arquivos A a G.pdf
393,393.0,39212,"ARRUELA EM ALUMINIO, COM ROSCA, DE 1 1/2"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 1 1/2"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",396,10_2021 - FichaInsumo\Arquivos A a G.pdf
394,394.0,39210,"ARRUELA EM ALUMINIO, COM ROSCA, DE 1"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 1"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",397,10_2021 - FichaInsumo\Arquivos A a G.pdf
395,395.0,39208,"ARRUELA EM ALUMINIO, COM ROSCA, DE 1/2"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 1/2"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",398,10_2021 - FichaInsumo\Arquivos A a G.pdf
396,396.0,39214,"ARRUELA EM ALUMINIO, COM ROSCA, DE 2 1/2"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 2 1/2"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",399,10_2021 - FichaInsumo\Arquivos A a G.pdf
397,397.0,39213,"ARRUELA EM ALUMINIO, COM ROSCA, DE 2"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 2"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",400,10_2021 - FichaInsumo\Arquivos A a G.pdf
398,398.0,39215,"ARRUELA EM ALUMINIO, COM ROSCA, DE 3"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 3"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",401,10_2021 - FichaInsumo\Arquivos A a G.pdf
399,399.0,39209,"ARRUELA EM ALUMINIO, COM ROSCA, DE 3/4"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 3/4"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",402,10_2021 - FichaInsumo\Arquivos A a G.pdf
400,400.0,39207,"ARRUELA EM ALUMINIO, COM ROSCA, DE 3/8"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 3/8"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",403,10_2021 - FichaInsumo\Arquivos A a G.pdf
401,401.0,39216,"ARRUELA EM ALUMINIO, COM ROSCA, DE 4"", PARA ELETRODUTO ",UN ,Rosca deve seguir a NBR 8133/2010 ,,"Arruela em Alumínio Silício, com diâmetro de 4"", com acabamento liso, com roscas paralelas padrão BSP, conforme NBR 8133/2010. ",15/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",404,10_2021 - FichaInsumo\Arquivos A a G.pdf
402,402.0,11267,"ARRUELA LISA, REDONDA, DE LATAO POLIDO, DIAMETRO NOMINAL 5/8"", DIAMETRO EXTERNO = 34 MM, DIAMETRO DO FURO = 17 MM, ESPESSURA = *2,5* MM ",UN ,NBR 8158:2013; NBR 6323:2016 ,,"Arruela lisa em latão polido constituída por uma chapa de forma redonda e com um furo circular no centro. Diâmetro nominal 5/8"", diâmetro externo de aproximadamente 34mm e interno de 17mm, espessura aproximada de 2,5mm. As peças devem ter superfícies lisas e uniformes, não devem apresentar arestas cortantes e saliências pontiagudas. São utilizadas em conjunto com parafusos na fixação dos mais diversos elementos do mesmo material. ",27/12/2017 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",405,10_2021 - FichaInsumo\Arquivos A a G.pdf
